,id,anchor,target,context,score,input
0,37d61fd2272659b1,abatement,abatement of pollution,A47,0.5,TEXT1: A47; TEXT2: abatement of pollution; ANC1: abatement
219,9139cc91e466bc1c,accept information,behaviour information analysis,A45,0.0,TEXT1: A45; TEXT2: behaviour information analysis; ANC1: accept information
220,d5cebe572de28ec9,accept information,contain information,A45,0.5,TEXT1: A45; TEXT2: contain information; ANC1: accept information
221,2f27415964b30abb,accept information,contain items,A45,0.25,TEXT1: A45; TEXT2: contain items; ANC1: accept information
222,6f1f9a291daa2d78,accept information,data accepted,A45,0.5,TEXT1: A45; TEXT2: data accepted; ANC1: accept information
223,1b4d79c285ba330b,accept information,data set,A45,0.25,TEXT1: A45; TEXT2: data set; ANC1: accept information
224,df6de3890013e7a6,accept information,display,A45,0.25,TEXT1: A45; TEXT2: display; ANC1: accept information
225,2771e4ab047a52f8,accept information,display a data,A45,0.25,TEXT1: A45; TEXT2: display a data; ANC1: accept information
226,d9628d2cbc2d20df,accept information,display a information,A45,0.5,TEXT1: A45; TEXT2: display a information; ANC1: accept information
227,8d4e33dff5418e62,accept information,display an information,A45,0.5,TEXT1: A45; TEXT2: display an information; ANC1: accept information
228,a9aef9cb5ef22537,accept information,display data,A45,0.25,TEXT1: A45; TEXT2: display data; ANC1: accept information
229,e9ce0059e0db62e9,accept information,display information,A45,0.5,TEXT1: A45; TEXT2: display information; ANC1: accept information
230,7868f55cb35297ab,accept information,indicate a data,A45,0.25,TEXT1: A45; TEXT2: indicate a data; ANC1: accept information
231,75974d6019242c17,accept information,indicate data,A45,0.25,TEXT1: A45; TEXT2: indicate data; ANC1: accept information
232,8658715eab34a30b,accept information,indicate information,A45,0.5,TEXT1: A45; TEXT2: indicate information; ANC1: accept information
233,dcbf5eb733ce6b7a,accept information,informal letter,A45,0.0,TEXT1: A45; TEXT2: informal letter; ANC1: accept information
234,09f623895803d55a,accept information,information,A45,0.5,TEXT1: A45; TEXT2: information; ANC1: accept information
235,e865c688d8198872,accept information,information data,A45,0.25,TEXT1: A45; TEXT2: information data; ANC1: accept information
236,5ea3fa4f9aa2e4e6,accept information,information processing apparatus,A45,0.25,TEXT1: A45; TEXT2: information processing apparatus; ANC1: accept information
237,481dd9137a1021a2,accept information,information storage,A45,0.25,TEXT1: A45; TEXT2: information storage; ANC1: accept information
238,f4bf99c180c8b41e,accept information,information value,A45,0.25,TEXT1: A45; TEXT2: information value; ANC1: accept information
239,1399d5ede123e907,accept information,price he or she accepts,A45,0.0,TEXT1: A45; TEXT2: price he or she accepts; ANC1: accept information
240,cfe4a53278917f5b,accept information,receiving information,A45,0.5,TEXT1: A45; TEXT2: receiving information; ANC1: accept information
241,b36d81ddf0791a98,accept information,sanction information,A45,0.5,TEXT1: A45; TEXT2: sanction information; ANC1: accept information
242,0bf7a68130117d92,accept information,third option to accept,A45,0.0,TEXT1: A45; TEXT2: third option to accept; ANC1: accept information
243,d47638cfa77bc4aa,accept information,transaction information,A45,0.25,TEXT1: A45; TEXT2: transaction information; ANC1: accept information
244,4994def77e2b9e7f,accept information,undertake information,A45,0.5,TEXT1: A45; TEXT2: undertake information; ANC1: accept information
245,a937ae580ea4bd97,achieve authentication,achieve access,H04,0.75,TEXT1: H04; TEXT2: achieve access; ANC1: achieve authentication
246,ea154b802bebc48a,achieve authentication,achieve authentication accuracy,H04,0.5,TEXT1: H04; TEXT2: achieve authentication accuracy; ANC1: achieve authentication
247,24eda11bf0665917,achieve authentication,achieve authorization,H04,0.75,TEXT1: H04; TEXT2: achieve authorization; ANC1: achieve authentication
248,14c027729175aedd,achieve authentication,achieve goal,H04,0.0,TEXT1: H04; TEXT2: achieve goal; ANC1: achieve authentication
249,6553f33ff35f0e58,achieve authentication,achieve goals,H04,0.0,TEXT1: H04; TEXT2: achieve goals; ANC1: achieve authentication
250,76a67059397b6ab4,achieve authentication,achieve local authentication,H04,0.5,TEXT1: H04; TEXT2: achieve local authentication; ANC1: achieve authentication
251,b1f6c5153065d1f4,achieve authentication,achieve mutual authentication,H04,0.5,TEXT1: H04; TEXT2: achieve mutual authentication; ANC1: achieve authentication
252,8f503153606f57ba,achieve authentication,achieve success,H04,0.0,TEXT1: H04; TEXT2: achieve success; ANC1: achieve authentication
253,c48fe27988cb335a,achieve authentication,achieve target,H04,0.0,TEXT1: H04; TEXT2: achieve target; ANC1: achieve authentication
254,0d40fb13a68069f1,achieve authentication,achieve the authentication requirement,H04,0.75,TEXT1: H04; TEXT2: achieve the authentication requirement; ANC1: achieve authentication
255,7a33ea9b3475af14,achieve authentication,achieve verification,H04,0.75,TEXT1: H04; TEXT2: achieve verification; ANC1: achieve authentication
256,d2088cdd8be8761b,achieve authentication,biometric,H04,0.25,TEXT1: H04; TEXT2: biometric; ANC1: achieve authentication
257,804ab9af5a8550f6,achieve authentication,denial of authorization,H04,0.25,TEXT1: H04; TEXT2: denial of authorization; ANC1: achieve authentication
258,a9517b7094b76f0c,achieve authentication,denied access,H04,0.25,TEXT1: H04; TEXT2: denied access; ANC1: achieve authentication
259,86a215a06817e866,achieve authentication,encryption,H04,0.5,TEXT1: H04; TEXT2: encryption; ANC1: achieve authentication
260,63ae5e20e8e310dd,achieve authentication,failed authorization request,H04,0.25,TEXT1: H04; TEXT2: failed authorization request; ANC1: achieve authentication
261,67dbbc523e25a8b1,achieve authentication,login,H04,0.25,TEXT1: H04; TEXT2: login; ANC1: achieve authentication
262,1a76d7a9dadc8deb,achieve authentication,multi factor authentication,H04,0.5,TEXT1: H04; TEXT2: multi factor authentication; ANC1: achieve authentication
263,2ad713aa54d461ba,achieve authentication,signature,H04,0.25,TEXT1: H04; TEXT2: signature; ANC1: achieve authentication
264,35546bdc044efe91,achieve authentication,target achieved,H04,0.0,TEXT1: H04; TEXT2: target achieved; ANC1: achieve authentication
265,ae669f9980698f21,achieve authentication,vehicle verification,H04,0.0,TEXT1: H04; TEXT2: vehicle verification; ANC1: achieve authentication
266,3b4ba853a71438bf,acid absorption,absorbent cotton,B01,0.0,TEXT1: B01; TEXT2: absorbent cotton; ANC1: acid absorption
267,5fd6fe279671b601,acid absorption,absorption spectrum,B01,0.0,TEXT1: B01; TEXT2: absorption spectrum; ANC1: acid absorption
268,7c0ead66438745af,acid absorption,acid,B01,0.5,TEXT1: B01; TEXT2: acid; ANC1: acid absorption
269,fce069a07304db12,acid absorption,acid absorption column,B01,0.5,TEXT1: B01; TEXT2: acid absorption column; ANC1: acid absorption
270,0885d130fd9d50a4,acid absorption,acid absorption tower,B01,0.5,TEXT1: B01; TEXT2: acid absorption tower; ANC1: acid absorption
271,3ad51d1654fa78aa,acid absorption,acid digestion,B01,0.75,TEXT1: B01; TEXT2: acid digestion; ANC1: acid absorption
272,197377910826e9a0,acid absorption,acid distillation,B01,0.25,TEXT1: B01; TEXT2: acid distillation; ANC1: acid absorption
273,5613325cb8a57bc8,acid absorption,acid recovery,B01,0.5,TEXT1: B01; TEXT2: acid recovery; ANC1: acid absorption
274,3eaee93303a76295,acid absorption,acid stripping,B01,0.5,TEXT1: B01; TEXT2: acid stripping; ANC1: acid absorption
275,c133361db6dde71d,acid absorption,acid wash,B01,0.25,TEXT1: B01; TEXT2: acid wash; ANC1: acid absorption
276,8a2f7a09c36e7f27,acid absorption,acid wash distillation,B01,0.25,TEXT1: B01; TEXT2: acid wash distillation; ANC1: acid absorption
277,4dd4b29c517ce25b,acid absorption,acid water distillation,B01,0.25,TEXT1: B01; TEXT2: acid water distillation; ANC1: acid absorption
278,0a5c9cab09de9020,acid absorption,acid water wash,B01,0.25,TEXT1: B01; TEXT2: acid water wash; ANC1: acid absorption
279,f6e67f136fb163a3,acid absorption,acrylic acid absorption,B01,0.5,TEXT1: B01; TEXT2: acrylic acid absorption; ANC1: acid absorption
280,6f3b2f2804c199b4,acid absorption,amino acids,B01,0.25,TEXT1: B01; TEXT2: amino acids; ANC1: acid absorption
281,94cd797823f9191a,acid absorption,catalytic hydrogenation,B01,0.25,TEXT1: B01; TEXT2: catalytic hydrogenation; ANC1: acid absorption
282,6312f42d8f1c37b3,acid absorption,catalytic oxidation,B01,0.25,TEXT1: B01; TEXT2: catalytic oxidation; ANC1: acid absorption
283,fc63c89be37a059c,acid absorption,chemical analysis,B01,0.25,TEXT1: B01; TEXT2: chemical analysis; ANC1: acid absorption
284,62a99710bc868d0b,acid absorption,chemical inhibition,B01,0.25,TEXT1: B01; TEXT2: chemical inhibition; ANC1: acid absorption
285,6c895aabbc9d825a,acid absorption,h2so4 absorption,B01,0.5,TEXT1: B01; TEXT2: h2so4 absorption; ANC1: acid absorption
286,a6cc840343fda298,acid absorption,hydro catalytic hydrogenation,B01,0.25,TEXT1: B01; TEXT2: hydro catalytic hydrogenation; ANC1: acid absorption
287,571e7d26da0b0ccd,acid absorption,hydro catalytic oxidation,B01,0.25,TEXT1: B01; TEXT2: hydro catalytic oxidation; ANC1: acid absorption
288,61afb3b881ba6c9b,acid absorption,hydrochloric acid absorption,B01,0.5,TEXT1: B01; TEXT2: hydrochloric acid absorption; ANC1: acid absorption
289,67a024b4eb4393f1,acid absorption,hydroformylation,B01,0.25,TEXT1: B01; TEXT2: hydroformylation; ANC1: acid absorption
290,d78ec0c053366b48,acid absorption,hydrogenation,B01,0.25,TEXT1: B01; TEXT2: hydrogenation; ANC1: acid absorption
291,a9d797d846588bd9,acid absorption,hydroxycarboxylicacid absorption,B01,0.5,TEXT1: B01; TEXT2: hydroxycarboxylicacid absorption; ANC1: acid absorption
292,40c303263680ce7f,acid absorption,membrane catalytic hydrogenation,B01,0.25,TEXT1: B01; TEXT2: membrane catalytic hydrogenation; ANC1: acid absorption
293,e9a68b29140ca25f,acid absorption,membrane catalytic oxidation,B01,0.25,TEXT1: B01; TEXT2: membrane catalytic oxidation; ANC1: acid absorption
294,1ec8a21f478ae0f1,acid absorption,membrane hydrogenation,B01,0.25,TEXT1: B01; TEXT2: membrane hydrogenation; ANC1: acid absorption
295,9bf4385b1b63006a,acid absorption,membrane oxidation,B01,0.25,TEXT1: B01; TEXT2: membrane oxidation; ANC1: acid absorption
296,ec77ccb538cc139a,acid absorption,near infrared ray absorption,B01,0.0,TEXT1: B01; TEXT2: near infrared ray absorption; ANC1: acid absorption
297,2404594ff2ed4ecb,acid absorption,nitric acid absorption,B01,0.5,TEXT1: B01; TEXT2: nitric acid absorption; ANC1: acid absorption
298,d52e638b3c4c9c1e,acid absorption,oxidation,B01,0.25,TEXT1: B01; TEXT2: oxidation; ANC1: acid absorption
299,89e3573a4d5f2fc2,acid absorption,oxidative hydrogenation,B01,0.25,TEXT1: B01; TEXT2: oxidative hydrogenation; ANC1: acid absorption
300,aa8d8bfa1765e3e2,acid absorption,oxide,B01,0.25,TEXT1: B01; TEXT2: oxide; ANC1: acid absorption
301,dd2b26cf17fb74ea,acid absorption,oxide distillation,B01,0.25,TEXT1: B01; TEXT2: oxide distillation; ANC1: acid absorption
302,e045ed5f662fe98c,acid absorption,oxide recovery,B01,0.25,TEXT1: B01; TEXT2: oxide recovery; ANC1: acid absorption
303,6c3036760f90c39c,acid absorption,oxide stripping,B01,0.25,TEXT1: B01; TEXT2: oxide stripping; ANC1: acid absorption
304,940cc037b242d2da,acid absorption,oxide wash,B01,0.25,TEXT1: B01; TEXT2: oxide wash; ANC1: acid absorption
305,0d8d700c7a3532f1,acid absorption,photon absorption,B01,0.0,TEXT1: B01; TEXT2: photon absorption; ANC1: acid absorption
306,bc5e0b5cc383448c,acid absorption,photosynthesis,B01,0.0,TEXT1: B01; TEXT2: photosynthesis; ANC1: acid absorption
307,a7aff614211f90d7,acid absorption,phytic acid,B01,0.25,TEXT1: B01; TEXT2: phytic acid; ANC1: acid absorption
308,f798712a28d6660b,acid absorption,rosmarinic acid,B01,0.25,TEXT1: B01; TEXT2: rosmarinic acid; ANC1: acid absorption
309,311b7cc6e1bc6c14,acid absorption,sulfuric acid,B01,0.25,TEXT1: B01; TEXT2: sulfuric acid; ANC1: acid absorption
310,679f5c4ab8fa0c47,acid absorption,transdermal absorption,B01,0.0,TEXT1: B01; TEXT2: transdermal absorption; ANC1: acid absorption
311,e955700dffd68624,acid absorption,absorption of acid,B08,1.0,TEXT1: B08; TEXT2: absorption of acid; ANC1: acid absorption
312,c9c438a56243d1af,acid absorption,absorption of carbohydrates,B08,0.0,TEXT1: B08; TEXT2: absorption of carbohydrates; ANC1: acid absorption
313,7ce9dd8327d5cce1,acid absorption,absorption tower,B08,0.25,TEXT1: B08; TEXT2: absorption tower; ANC1: acid absorption
314,1a8e9c58ee5e34ca,acid absorption,acid,B08,0.5,TEXT1: B08; TEXT2: acid; ANC1: acid absorption
315,3a09aba546aac675,acid absorption,acid absorption,B08,1.0,TEXT1: B08; TEXT2: acid absorption; ANC1: acid absorption
316,ec4fab7c9b9bd303,acid absorption,acid adsorption,B08,0.25,TEXT1: B08; TEXT2: acid adsorption; ANC1: acid absorption
317,9afe664508a7baf0,acid absorption,acid distillation,B08,0.25,TEXT1: B08; TEXT2: acid distillation; ANC1: acid absorption
318,34444e60e67a87e5,acid absorption,acid exchange,B08,0.25,TEXT1: B08; TEXT2: acid exchange; ANC1: acid absorption
319,14d69f3548d36186,acid absorption,acid gas distillation,B08,0.25,TEXT1: B08; TEXT2: acid gas distillation; ANC1: acid absorption
320,a4ac7b3741cb5980,acid absorption,acid gas exchange,B08,0.25,TEXT1: B08; TEXT2: acid gas exchange; ANC1: acid absorption
321,d561ddf728f88157,acid absorption,acid gas scrubbing,B08,0.25,TEXT1: B08; TEXT2: acid gas scrubbing; ANC1: acid absorption
322,9517cc6e239e319d,acid absorption,acid immersion,B08,0.75,TEXT1: B08; TEXT2: acid immersion; ANC1: acid absorption
323,9d9930c089943b9c,acid absorption,acid indigestion,B08,0.0,TEXT1: B08; TEXT2: acid indigestion; ANC1: acid absorption
324,57ce3adc96d82fca,acid absorption,acid oxide distillation,B08,0.25,TEXT1: B08; TEXT2: acid oxide distillation; ANC1: acid absorption
325,11bb11d822dc391e,acid absorption,acid oxide scrubbing,B08,0.25,TEXT1: B08; TEXT2: acid oxide scrubbing; ANC1: acid absorption
326,0956aa30948f0755,acid absorption,acid purification,B08,0.25,TEXT1: B08; TEXT2: acid purification; ANC1: acid absorption
327,de645e182bf2ef1c,acid absorption,acid rain,B08,0.0,TEXT1: B08; TEXT2: acid rain; ANC1: acid absorption
328,3e012c773242affa,acid absorption,acid reflux,B08,0.0,TEXT1: B08; TEXT2: acid reflux; ANC1: acid absorption
329,390417e5c0161bbc,acid absorption,acid scrubbing,B08,0.25,TEXT1: B08; TEXT2: acid scrubbing; ANC1: acid absorption
330,58677c3403b7867c,acid absorption,acid water,B08,0.5,TEXT1: B08; TEXT2: acid water; ANC1: acid absorption
331,f5e6c93ffe34fff2,acid absorption,acid water distillation,B08,0.25,TEXT1: B08; TEXT2: acid water distillation; ANC1: acid absorption
332,4e09b687bfafe30c,acid absorption,acid water exchange,B08,0.25,TEXT1: B08; TEXT2: acid water exchange; ANC1: acid absorption
333,f63c2e1e537e8a44,acid absorption,acidic foods,B08,0.0,TEXT1: B08; TEXT2: acidic foods; ANC1: acid absorption
334,5f744aa51da08828,acid absorption,acidic immersion,B08,0.75,TEXT1: B08; TEXT2: acidic immersion; ANC1: acid absorption
335,c49dad6b7b652370,acid absorption,amino acid absorption,B08,0.5,TEXT1: B08; TEXT2: amino acid absorption; ANC1: acid absorption
336,dd63f0d530d1a597,acid absorption,chemical absorption,B08,0.5,TEXT1: B08; TEXT2: chemical absorption; ANC1: acid absorption
337,6b94d69939983587,acid absorption,chemically soaked,B08,0.25,TEXT1: B08; TEXT2: chemically soaked; ANC1: acid absorption
338,39e7a72e21b2701c,acid absorption,fertilizer absorption,B08,0.5,TEXT1: B08; TEXT2: fertilizer absorption; ANC1: acid absorption
339,87e9e1b7523c7915,acid absorption,hcl acid absorption,B08,0.5,TEXT1: B08; TEXT2: hcl acid absorption; ANC1: acid absorption
340,a2cf5cace208d214,acid absorption,multi section connection pipe,B08,0.25,TEXT1: B08; TEXT2: multi section connection pipe; ANC1: acid absorption
341,6bfe4f3295caaa68,acid absorption,oxide,B08,0.25,TEXT1: B08; TEXT2: oxide; ANC1: acid absorption
342,6265e716b9e52c8e,acid absorption,oxide acid distillation,B08,0.25,TEXT1: B08; TEXT2: oxide acid distillation; ANC1: acid absorption
343,3c28d1c686f44f23,acid absorption,oxide acid exchange,B08,0.25,TEXT1: B08; TEXT2: oxide acid exchange; ANC1: acid absorption
344,55816671cd61e343,acid absorption,oxide distillation,B08,0.25,TEXT1: B08; TEXT2: oxide distillation; ANC1: acid absorption
345,3e6bb01944e2d139,acid absorption,oxide exchange,B08,0.25,TEXT1: B08; TEXT2: oxide exchange; ANC1: acid absorption
346,781af4b26cf52346,acid absorption,oxide gas distillation,B08,0.25,TEXT1: B08; TEXT2: oxide gas distillation; ANC1: acid absorption
347,67ee8857bc1aba94,acid absorption,oxide gas exchange,B08,0.25,TEXT1: B08; TEXT2: oxide gas exchange; ANC1: acid absorption
348,dc1b5a41da00fb12,acid absorption,oxide gas scrubbing,B08,0.25,TEXT1: B08; TEXT2: oxide gas scrubbing; ANC1: acid absorption
349,d02d224b8958fdbe,acid absorption,oxide purification,B08,0.25,TEXT1: B08; TEXT2: oxide purification; ANC1: acid absorption
350,6c058949ceca4857,acid absorption,oxide scrubbing,B08,0.25,TEXT1: B08; TEXT2: oxide scrubbing; ANC1: acid absorption
351,46173840ad8a4ff8,acid absorption,oxide water,B08,0.25,TEXT1: B08; TEXT2: oxide water; ANC1: acid absorption
352,e8fdef46db333a1a,acid absorption,oxide water distillation,B08,0.25,TEXT1: B08; TEXT2: oxide water distillation; ANC1: acid absorption
353,07a3358b92400793,acid absorption,oxide water exchange,B08,0.25,TEXT1: B08; TEXT2: oxide water exchange; ANC1: acid absorption
354,adaa71de2e893bbb,acid absorption,soil water absorption,B08,0.0,TEXT1: B08; TEXT2: soil water absorption; ANC1: acid absorption
355,73a2f0b016fa700f,acid absorption,spray washing bottle body,B08,0.25,TEXT1: B08; TEXT2: spray washing bottle body; ANC1: acid absorption
356,bbcfc92543e58f1e,acid absorption,steel structural member cleaning maintenance device,B08,0.25,TEXT1: B08; TEXT2: steel structural member cleaning maintenance device; ANC1: acid absorption
357,989ba1e96412f2e6,ack,acknowledgement,G04,0.75,TEXT1: G04; TEXT2: acknowledgement; ANC1: ack
358,0b69675568e7564b,ack,communication protocol,G04,0.25,TEXT1: G04; TEXT2: communication protocol; ANC1: ack
359,23090ec49265de76,ack,data,G04,0.5,TEXT1: G04; TEXT2: data; ANC1: ack
360,753de89863b03020,ack,data network,G04,0.25,TEXT1: G04; TEXT2: data network; ANC1: ack
361,b4c9ef7b355bf1f0,ack,data networks,G04,0.25,TEXT1: G04; TEXT2: data networks; ANC1: ack
362,c43922c93168280d,ack,flad holder pole,G04,0.0,TEXT1: G04; TEXT2: flad holder pole; ANC1: ack
363,2c875aea7a58aa3a,ack,flag,G04,0.5,TEXT1: G04; TEXT2: flag; ANC1: ack
364,7f84f16356836f3c,ack,flag hoist,G04,0.0,TEXT1: G04; TEXT2: flag hoist; ANC1: ack
365,b0a1ada01c297a74,ack,frame,G04,0.5,TEXT1: G04; TEXT2: frame; ANC1: ack
366,c5dc2dc55b392031,ack,header,G04,0.25,TEXT1: G04; TEXT2: header; ANC1: ack
367,cfa3fc016dbc08d2,ack,indications of cystoscopy,G04,0.0,TEXT1: G04; TEXT2: indications of cystoscopy; ANC1: ack
368,d0efdd2ed0b447f9,ack,indicative device,G04,0.0,TEXT1: G04; TEXT2: indicative device; ANC1: ack
369,393b8816cd961b35,ack,indicative message,G04,0.5,TEXT1: G04; TEXT2: indicative message; ANC1: ack
370,6212d9f7155dc84c,ack,indicator,G04,0.25,TEXT1: G04; TEXT2: indicator; ANC1: ack
371,06356fa510db9a4a,ack,message,G04,0.5,TEXT1: G04; TEXT2: message; ANC1: ack
372,148cdd036ae3f0c4,ack,message ringtone,G04,0.0,TEXT1: G04; TEXT2: message ringtone; ANC1: ack
373,27f9b139ce0a2ea0,ack,red signal,G04,0.0,TEXT1: G04; TEXT2: red signal; ANC1: ack
374,736e6a0cf95051fb,ack,signal,G04,0.5,TEXT1: G04; TEXT2: signal; ANC1: ack
375,d8262be6984bc530,ack,telecommunication,G04,0.25,TEXT1: G04; TEXT2: telecommunication; ANC1: ack
376,4b1cc4c10b1f12e9,ack,acknowledge,G06,0.75,TEXT1: G06; TEXT2: acknowledge; ANC1: ack
377,48009477385eda7a,ack,address id,G06,0.25,TEXT1: G06; TEXT2: address id; ANC1: ack
378,53d1379463a4f455,ack,bus acknowledge,G06,0.5,TEXT1: G06; TEXT2: bus acknowledge; ANC1: ack
379,b6d7705aea460cec,ack,bus acknowledgement,G06,0.5,TEXT1: G06; TEXT2: bus acknowledgement; ANC1: ack
380,a7df63266a0cd792,ack,busy acknowledge,G06,0.5,TEXT1: G06; TEXT2: busy acknowledge; ANC1: ack
381,606e4af9e8c561a7,ack,busy path,G06,0.0,TEXT1: G06; TEXT2: busy path; ANC1: ack
382,35ad64716a1f895e,ack,data,G06,0.25,TEXT1: G06; TEXT2: data; ANC1: ack
383,e62b72945a9a7468,ack,flag pole,G06,0.0,TEXT1: G06; TEXT2: flag pole; ANC1: ack
384,44af86052f6154da,ack,frame flag,G06,0.5,TEXT1: G06; TEXT2: frame flag; ANC1: ack
385,6c5e11ecb9b1e12c,ack,header id,G06,0.5,TEXT1: G06; TEXT2: header id; ANC1: ack
386,9f63d6366e231552,ack,liveness message,G06,0.25,TEXT1: G06; TEXT2: liveness message; ANC1: ack
387,315f532c8e37e265,ack,negative acknowledgement,G06,0.5,TEXT1: G06; TEXT2: negative acknowledgement; ANC1: ack
388,eca487b69ed50db3,ack,network,G06,0.25,TEXT1: G06; TEXT2: network; ANC1: ack
389,00bc7a5b949fb235,ack,null data,G06,0.25,TEXT1: G06; TEXT2: null data; ANC1: ack
390,33b9c9c35e9d6482,ack,positive acknowledgement,G06,0.5,TEXT1: G06; TEXT2: positive acknowledgement; ANC1: ack
391,f0f728a174113a0d,ack,positive acknowledgement packet,G06,0.5,TEXT1: G06; TEXT2: positive acknowledgement packet; ANC1: ack
392,27457261a9fd430e,ack,provide for tuning,G06,0.0,TEXT1: G06; TEXT2: provide for tuning; ANC1: ack
393,6f725686c1fdce23,ack,provide restoring force,G06,0.0,TEXT1: G06; TEXT2: provide restoring force; ANC1: ack
394,78c7b962c17ec8fe,ack,provided acknowledgement,G06,0.75,TEXT1: G06; TEXT2: provided acknowledgement; ANC1: ack
395,adce9247f98c8670,ack,provider networks,G06,0.0,TEXT1: G06; TEXT2: provider networks; ANC1: ack
396,12884aa9ed7d2a80,ack,server message,G06,0.25,TEXT1: G06; TEXT2: server message; ANC1: ack
397,015e022df7350b2a,ack,sms acknowledgement,G06,0.5,TEXT1: G06; TEXT2: sms acknowledgement; ANC1: ack
398,b54dcabc8b1187c7,ack,tcp acknowledgement,G06,0.5,TEXT1: G06; TEXT2: tcp acknowledgement; ANC1: ack
399,447af5cc4f38c7c8,ack,window frame,G06,0.0,TEXT1: G06; TEXT2: window frame; ANC1: ack
400,9a4fc9ecbdc0535d,acoustooptic modulator,acoustic effect,H01,0.5,TEXT1: H01; TEXT2: acoustic effect; ANC1: acoustooptic modulator
401,7552fd7261730ad9,acoustooptic modulator,acoustic modulator,H01,0.5,TEXT1: H01; TEXT2: acoustic modulator; ANC1: acoustooptic modulator
402,21b8bd37a4309944,acoustooptic modulator,acoustic optical modulator,H01,0.5,TEXT1: H01; TEXT2: acoustic optical modulator; ANC1: acoustooptic modulator
403,e3b133c8d4890fc3,acoustooptic modulator,acousto optic element,H01,0.5,TEXT1: H01; TEXT2: acousto optic element; ANC1: acoustooptic modulator
404,ee1bb20a59a4e071,acoustooptic modulator,acousto optic modulating element,H01,0.5,TEXT1: H01; TEXT2: acousto optic modulating element; ANC1: acoustooptic modulator
405,2ab8eae9735c147a,acoustooptic modulator,acousto optical element,H01,0.5,TEXT1: H01; TEXT2: acousto optical element; ANC1: acoustooptic modulator
406,0914fba7eef5d574,acoustooptic modulator,acoustooptic,H01,0.5,TEXT1: H01; TEXT2: acoustooptic; ANC1: acoustooptic modulator
407,d8b63e379c8936ed,acoustooptic modulator,acoustooptic deflector,H01,0.5,TEXT1: H01; TEXT2: acoustooptic deflector; ANC1: acoustooptic modulator
408,25fb59765ebf794e,acoustooptic modulator,amplifier,H01,0.25,TEXT1: H01; TEXT2: amplifier; ANC1: acoustooptic modulator
409,6f0ed411c84152ef,acoustooptic modulator,analog signal,H01,0.25,TEXT1: H01; TEXT2: analog signal; ANC1: acoustooptic modulator
410,98820ff9e60fe75f,acoustooptic modulator,beam support,H01,0.0,TEXT1: H01; TEXT2: beam support; ANC1: acoustooptic modulator
411,7ad6f3cefc537a21,acoustooptic modulator,electrical drive signal,H01,0.25,TEXT1: H01; TEXT2: electrical drive signal; ANC1: acoustooptic modulator
412,e851e021451aad8b,acoustooptic modulator,electrooptical,H01,0.5,TEXT1: H01; TEXT2: electrooptical; ANC1: acoustooptic modulator
413,d3150b216813544d,acoustooptic modulator,electrooptical effect,H01,0.5,TEXT1: H01; TEXT2: electrooptical effect; ANC1: acoustooptic modulator
414,717a132db3aa625b,acoustooptic modulator,electrooptical modulator,H01,0.5,TEXT1: H01; TEXT2: electrooptical modulator; ANC1: acoustooptic modulator
415,c34ad64ef5f57ecd,acoustooptic modulator,isolator,H01,0.25,TEXT1: H01; TEXT2: isolator; ANC1: acoustooptic modulator
416,3ad65d80cf4f9f50,acoustooptic modulator,laser beam,H01,0.25,TEXT1: H01; TEXT2: laser beam; ANC1: acoustooptic modulator
417,06e72066f62b2f27,acoustooptic modulator,light wave,H01,0.25,TEXT1: H01; TEXT2: light wave; ANC1: acoustooptic modulator
418,0f3d75a789ae5086,acoustooptic modulator,moderator reactor,H01,0.0,TEXT1: H01; TEXT2: moderator reactor; ANC1: acoustooptic modulator
419,e25105510083783d,acoustooptic modulator,modulator chemistry,H01,0.0,TEXT1: H01; TEXT2: modulator chemistry; ANC1: acoustooptic modulator
420,ab8e9779f2705913,acoustooptic modulator,modulator enzyme,H01,0.0,TEXT1: H01; TEXT2: modulator enzyme; ANC1: acoustooptic modulator
421,06dbe2adc6346c87,acoustooptic modulator,modulator medicine,H01,0.0,TEXT1: H01; TEXT2: modulator medicine; ANC1: acoustooptic modulator
422,c219fadbccb53638,acoustooptic modulator,optic nerve,H01,0.0,TEXT1: H01; TEXT2: optic nerve; ANC1: acoustooptic modulator
423,baec5ff06bc4d279,acoustooptic modulator,optical coupler,H01,0.5,TEXT1: H01; TEXT2: optical coupler; ANC1: acoustooptic modulator
424,796ab2f0e53f9d12,acoustooptic modulator,optical frequency shifter,H01,0.5,TEXT1: H01; TEXT2: optical frequency shifter; ANC1: acoustooptic modulator
425,7e46aa3decd316a9,acoustooptic modulator,optical modulator,H01,0.5,TEXT1: H01; TEXT2: optical modulator; ANC1: acoustooptic modulator
426,0a9ae3bc8cb2b90e,acoustooptic modulator,optical splitter,H01,0.5,TEXT1: H01; TEXT2: optical splitter; ANC1: acoustooptic modulator
427,7d41d9cdd8801336,acoustooptic modulator,optical splitting coupler,H01,0.5,TEXT1: H01; TEXT2: optical splitting coupler; ANC1: acoustooptic modulator
428,2c9b5986178c8ce1,acoustooptic modulator,optical splitting splitter,H01,0.25,TEXT1: H01; TEXT2: optical splitting splitter; ANC1: acoustooptic modulator
429,825cf79d5e2029c5,acoustooptic modulator,output coupler,H01,0.5,TEXT1: H01; TEXT2: output coupler; ANC1: acoustooptic modulator
430,8cafdc143580f931,acoustooptic modulator,output modulator,H01,0.25,TEXT1: H01; TEXT2: output modulator; ANC1: acoustooptic modulator
